username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
Tedj1303,4958764,17,61,1,0,25,18.41,Male,"Bogor, Indonesia",,,2015-10-27,2017-12-16 09:14:00,8.07,21,1073
tarugiio,4283197,30,210,13,13,83,61.26,Female,"Maranhão, Brasil",1994-10-03,,2014-11-27,1900-05-12 17:01:00,8.67,0,3820
Sadlark,1476083,1,25,2,3,12,13.17,Male,,,,2012-08-24,2013-12-12 13:14:00,8.33,0,793
Kouhai-ho,4702510,1,20,0,0,1,5.70,,,1992-01-01,,2015-06-27,2016-10-10 04:32:00,8.62,0,338
azulon,214243,1,3,0,0,0,26.16,Male,colorado,1987-11-06,,2009-07-29,2009-08-23 15:02:00,8.75,54,1527
air_and_smile,233812,24,107,8,15,16,93.54,,,,,2009-09-13,2011-07-15 21:24:00,7.46,4,5777
Monochrome68,5551767,0,55,1,0,8,15.45,,,,,2016-07-14,2016-07-14 19:17:00,7.6,0,1033
Crushed_200016,159891,6,49,0,3,26,23.98,Male, Minnesota,,,2009-03-16,2010-03-02 19:03:00,8.35,0,1409
Miraith,62722,1,14,0,1,1,3.87,Female,"Hambach, Germany",1989-02-02,,2008-05-22,2008-05-25 02:47:00,8.56,0,231
Vatelema,107874,20,1036,2,23,85,262.35,Female,"Kraków, Polska",1988-04-21,,2008-10-24,2018-05-17 12:24:09,7.14,19,15840
Handsome_Fish,6071046,11,261,4,24,140,81.18,Male,"Vestfold, Norway",1999-04-26,,2017-02-25,1900-05-16 13:11:00,7.63,0,5074
Teisatsu,5200872,24,391,53,0,620,56.49,Male,Sweden,,,2016-02-15,2018-05-16 21:39:13,6.37,0,4142
08211112,118616,9,27,0,0,0,21.72,Male,,1990-11-17,,2008-11-29,2016-02-21 07:42:00,9.23,26,1252
FlyingLittlePig,4568341,4,130,3,19,18,35.02,Male,,,,2015-04-19,2018-05-18 13:57:02,7.74,2,2198
TNY502,4437146,4,160,0,1,16,71.70,,,,,2015-01-21,1900-04-08 08:27:00,9.0,7,4204
META_BODY,120895,3,206,23,26,165,27.87,Male,"Portland, Oregon",1980-06-16,,2008-12-05,2017-07-28 15:24:00,6.74,4,1425
Rikku-goshujin,1119867,51,225,0,2,14,54.59,Male,"Redlands, CA",1961-05-13,,2012-01-25,1900-01-12 00:47:00,7.81,1,3183
SoulSore,120535,24,248,3,3,185,114.96,Male,Italy,1987-09-01,,2008-12-04,1900-05-04 11:40:00,7.04,0,6780
Cl-air-e,62159,4,23,0,2,7,6.99,Female,Herefordshire,,,2008-05-20,2008-08-26 05:52:00,8.14,0,457
Nobu,24997,8,39,3,2,8,13.12,Female,In my room.,,,2007-12-06,2008-03-22 08:51:00,0.0,0,818
TheMiracle,381047,15,270,2,0,27,117.56,Male,"Canada , Toronto",1991-06-07,,2010-09-09,2018-05-17 12:42:09,8.41,4,7029
kristinacakes,9384,0,0,0,0,0,0.00,Female,,1987-04-27,,2007-08-04,2008-08-31 17:37:00,0.0,0,0
Reishiro33,1118419,19,257,15,7,26,80.59,Male,Singapore,1994-07-30,,2012-01-24,2013-01-20 06:43:00,7.98,0,4826
Usenish,183684,24,122,12,4,5,34.95,,,,,2009-05-18,2013-09-25 07:58:00,8.05,0,2096
akumaeater,291568,0,0,0,0,0,0.00,Female,,,,2010-02-06,2010-02-17 18:39:00,0.0,0,0
ShiroOkamiX,1806261,7,203,0,0,34,106.41,Male,Focsani,1997-11-05,,2012-11-23,1900-03-31 03:19:00,9.03,0,6361
PokeKirb,1324367,6,70,3,0,5,1.25,,,,,2012-05-30,2013-06-14 09:26:00,7.2,0,75
chrismonte,133834,0,157,0,0,0,56.79,,,,,2009-01-11,2009-01-25 12:37:00,7.57,0,3370
Peeping_Tom,32533,28,104,17,2,89,47.45,Female,Between Ur Legz,1991-02-19,,2008-01-20,2014-04-03 23:17:00,8.83,0,2788
happyhippo2704,581889,3,47,21,0,40,27.31,Male,"Maple Plain, MN",1990-04-27,,2011-09-13,2015-12-07 11:33:00,8.19,27,1656
_laz_,503092,34,623,135,100,291,166.92,Male,"Toronto, Canada",1994-01-15,,2011-06-24,2015-07-13 19:17:00,5.28,28,9881
Mist77,334821,1,113,3,4,45,46.33,Female,,1994-07-07,,2010-05-30,2012-02-15 06:41:00,7.56,65,2624
Garlandicus,446690,17,87,3,0,62,31.01,Male,,,,2011-02-09,1900-05-14 06:04:00,8.77,0,1842
gibby1749,101994,1,122,4,10,20,50.54,Male,,1991-01-02,,2008-10-05,2014-02-16 20:13:00,7.47,0,2970
Lost__Wisdom,2624487,13,157,4,4,104,86.49,Male,"Napoli, Italy",1993-10-24,,2013-05-26,2018-05-17 07:57:00,7.41,24,5153
xen1x,117875,11,163,2,84,62,62.03,Male,АРК,1989-01-01,,2008-11-26,2017-11-11 06:35:00,8.03,3,3712
hde226868,614417,3,125,17,20,0,64.33,Male,London,1985-09-04,,2011-09-20,2017-12-14 05:10:00,6.55,13,3828
Aeris09,273301,33,731,14,14,122,242.72,Female,,1992-11-03,,2009-12-24,1900-04-30 15:08:00,7.23,9,14751
LOLGTOISSOLIVE,409257,8,28,10,28,40,18.30,Female,,1996-08-11,,2010-11-17,2013-03-17 21:52:00,7.33,0,1120
Arbaal,53283,5,87,2,1,6,40.07,Male,Kraków Poland,1989-08-01,,2008-04-15,2015-10-30 10:21:00,8.22,0,2352
Verax,1400963,17,60,40,3,71,31.57,Male,"Sweden, Vetlanda",1993-12-11,,2012-07-16,2017-05-19 10:13:00,9.21,1,1879
MomoDesu,20143,6,26,1,1,1,50.61,Female,Florida,,,2007-11-04,2017-11-13 19:20:00,7.91,69,2894
embeniseptian,3684931,1,52,0,0,7,21.32,Male,,,,2014-04-07,2014-07-07 18:05:00,8.74,10,1269
MasterLeo,1793305,76,456,47,4,102,156.84,Male,washington dc,1996-08-03,,2012-11-20,2016-12-22 22:51:00,7.84,5,9287
jamryx,372865,19,163,28,14,216,36.03,Female,San Francisco,1995-03-26,,2010-08-21,1900-02-03 12:37:00,7.88,0,2162
LoveEnmaAi,333479,19,76,3,0,91,10.95,Female,Canada.. ,,,2010-05-26,2012-08-20 14:17:00,6.82,4,685
iCodeReaper,1040175,3,48,0,1,0,16.21,,,,,2011-12-04,2012-10-31 03:56:00,8.59,8,956
sorlaker,395201,15,85,0,8,29,30.94,Male,,1994-07-23,,2010-10-12,2014-02-22 05:18:00,8.53,0,1868
lubos,3464547,13,190,28,31,57,70.92,," Anaheim, California",,,2014-01-06,2018-05-15 14:27:00,6.86,21,4240
arsonal,213083,41,765,11,8,88,115.35,Male,Minnesota,1987-01-01,,2009-07-26,1900-05-10 19:04:00,7.73,0,6838
Snja,70760,16,386,17,1,63,120.16,Female,,,,2008-06-23,1900-05-09 08:29:00,8.52,0,7397
akaub,3212109,13,422,0,0,0,174.76,Male,,1993-01-30,,2013-10-02,2018-05-17 04:16:00,7.96,0,10994
JeVo,1438127,31,172,0,0,58,41.50,Male,,,,2012-08-04,2015-05-04 16:44:00,8.53,0,2456
Exevan,321333,12,57,7,4,9,33.03,Male,Belgium,1993-06-22,,2010-04-26,2016-11-30 02:12:00,7.98,26,1906
selrahc_v,466043,9,239,6,7,22,146.22,Male,"General Santos City, Philippines",1989-11-16,,2011-03-26,2016-08-15 17:11:00,8.42,23,8884
nomn,385073,45,430,2,8,3,143.31,,,,,2010-09-19,1900-05-04 12:03:00,7.87,0,8608
NeptunyaMai,6229844,6,31,28,1,48,14.81,Female,,,,2017-05-06,1900-04-28 14:55:00,7.84,2,885
pyongshin,7868,7,649,0,84,9,176.09,Male,,1993-03-17,,2007-07-18,1900-04-24 00:22:00,7.1,15,10908
browniesftw,2400755,8,94,0,10,6,26.67,,,,,2013-04-06,2018-05-17 13:24:00,7.57,0,1553
MintyMika,6923440,8,44,4,0,5,19.41,Female,,,,2018-01-24,1900-05-07 08:43:00,8.93,2,1170
FapService,3731335,101,314,7,12,59,66.92,Non-Binary,"Rift, Abyss",1997-11-23,,2014-04-26,1900-04-16 20:00:00,7.7,13,4234
Senpai_Senpai,3383097,36,307,48,0,198,87.10,Male,,1990-11-15,,2013-12-04,2018-05-17 12:31:00,6.17,0,5184
KendallHaruto,4701039,79,797,144,72,227,259.48,Male,,2000-03-16,,2015-06-26,2018-05-18 04:17:54,7.44,168,15734
sawcesome,185290,10,760,33,5,69,202.14,Male,"Columbus/Dothan/Troy, GA/AL",1989-12-11,,2009-05-22,2018-05-18 10:17:56,7.55,0,11828
RinaStar,381567,43,219,17,24,96,62.88,Female,Canada,1994-06-30,,2010-09-10,2017-04-20 12:57:00,7.78,0,3603
SleeplessLydia,513072,34,339,8,97,98,133.56,Female,,1986-10-17,,2011-07-14,1900-05-12 05:28:00,8.56,23,8045
Zbiku,330222,8,390,0,10,7,173.94,Male,Poland,1991-10-17,,2010-05-18,1900-04-21 17:25:00,6.45,9,10389
Yoru_nyaa,190779,4,84,10,3,46,31.22,Male,"Larisa,Greece",2000-05-18,,2009-06-06,2012-05-31 10:24:00,9.44,10,1848
fekolinos,9230,27,312,25,27,6,95.46,Male,,1989-09-21,,2007-08-02,2013-11-04 08:56:00,6.95,22,6013
darkforce,272105,21,681,1,1,132,192.78,Male,,,,2009-12-21,1900-02-27 10:19:00,7.55,4,11705
GothicRainbow,386969,7,28,1,2,21,16.45,Female,Kentucky,1993-08-12,,2010-09-23,2011-07-19 17:45:00,8.63,0,957
haggeknot,1424417,1,70,31,12,39,35.00,Male,"Brasil, São Paulo",1994-03-31,,2012-07-28,1900-05-04 20:31:00,7.35,0,2079
chrono11901,49372,2,21,3,4,0,22.53,,,,,2008-04-07,2009-05-03 20:49:00,7.67,15,1327
-Rin-,306076,39,539,105,23,220,97.56,,Hungary,1994-01-01,,2010-03-19,2018-05-18 14:18:09,7.35,2,6503
VincentValentine,133633,10,106,7,4,111,36.29,Male,,1996-08-05,,2009-01-11,2015-04-02 11:02:00,7.36,0,2139
veratju,318883,3,48,4,0,144,33.29,Female,,1994-02-22,,2010-04-20,1900-03-18 14:14:00,7.94,0,1974
shadowpuf,2313151,5,65,12,1,0,26.47,Male,Finland,1992-06-22,,2013-03-17,2013-04-16 07:56:00,0.0,0,1622
anxk6,2948829,1,110,0,26,15,72.53,Female,Croatia,1996-01-01,,2013-07-28,2018-05-17 14:00:00,7.49,11,4266
DracoGF,1954134,3,103,4,7,0,27.04,Male,,1993-03-03,,2012-12-27,1900-04-21 08:51:00,6.75,0,1672
Cruelsader,47097,5,347,7,19,2,106.28,Male,Digital World,1991-02-09,,2008-04-01,2017-10-16 20:51:00,8.05,36,6324
kittykun2011,67142,12,346,29,50,178,165.20,Male,"st.louis,missouri",1991-10-22,,2008-06-09,2018-05-18 02:18:15,7.71,51,9776
Drasticc,218962,7,338,20,14,10,124.22,Male,Above the Heavens skys.,,,2009-08-10,2016-10-25 21:13:00,7.24,6,7438
nabe-shogun,65846,10,95,9,5,35,56.93,Male,Sydney,1989-11-22,,2008-06-04,2016-04-02 23:11:00,8.63,44,3271
Kiyomi-san,31448,0,0,0,0,0,0.00,Female,,,,2008-01-14,2008-04-05 13:32:00,0.0,0,0
windyhills,10079,1,9,6,4,10,3.45,Female,,1989-09-04,,2007-08-12,2008-06-11 23:36:00,7.06,6,200
DreamHunterin,320761,18,87,5,25,40,77.94,Female,"Augsburg, Germany",1992-01-08,,2010-04-25,2012-04-29 00:20:00,8.52,0,4618
annaschiller,3538985,1,1,0,0,0,2.50,,,,,2014-01-31,2014-06-24 11:31:00,8.5,1,18946
06man,2291291,0,31,0,0,0,8.78,Male,,,,2013-03-11,2013-10-20 18:15:00,8.06,0,495
LilDevil_Loki,94150,41,149,0,0,38,66.85,Male,lost in my mind,1992-08-27,,2008-09-12,2016-07-10 21:47:00,8.44,1,4020
busiu,71084,8,38,4,7,10,27.26,Female,Poland,1990-11-08,,2008-06-24,2015-06-23 22:11:00,7.93,0,1618
VainestNote,3693677,1,140,0,10,2,31.15,Male,"Buenos Aires, Argentina",1997-08-25,,2014-04-10,1900-05-06 21:47:00,8.8,0,1962
Tsuinteru-san,2600031,2,614,3,0,12,138.17,Male,Brazil / Japan,1995-01-01,,2013-05-21,1900-04-01 09:28:00,7.14,0,8459
RenkaHildregard,1243603,24,45,86,74,121,35.71,Male,Colombia,2013-03-08,,2012-04-10,2013-09-28 15:03:00,7.19,0,2101
AkiraHikaru,3566027,42,78,8,2,148,33.44,Female,,1995-04-30,,2014-02-09,1900-05-04 14:01:00,9.17,2,1980
yuuoujiouka,2653027,10,192,1,5,115,46.92,,,,,2013-06-01,1900-02-14 20:34:00,7.75,1,2812
alreadyleftMAL,321740,0,0,0,0,0,0.00,Female,,,,2010-04-27,2010-05-24 19:07:00,0.0,0,0
Max281,5665533,3,105,1,2,66,54.69,Male,"Canarias, España",2001-08-01,,2016-09-01,2018-05-18 08:18:24,7.53,1,3295
nathan1755,659523,14,243,8,7,549,156.12,Male,"Perth, western australia",1994-01-01,,2011-09-28,2017-12-06 23:28:00,7.7,21,9311
silvericemint,246195,2,0,0,0,0,0.41,Female,dreamland,1995-03-21,,2009-10-13,2016-09-27 15:34:00,8.5,0,24
Kiba333,115159,54,244,9,3,112,92.05,Male,,1992-03-03,,2008-11-17,2016-11-29 09:00:00,8.38,0,5453
LightYagamiKira,115412,42,283,4,7,30,135.64,Male,"nipomo,california",1983-01-18,,2008-11-17,2010-09-14 14:09:00,7.18,58,8112
KrIsz,43161,1,126,11,18,27,38.72,Male,Sopron,1991-10-31,,2008-03-15,1900-03-06 10:27:00,9.33,20,2353
Fire__Phoenix,757343,13,593,21,26,72,134.24,Female,"Tomsk, Russia",1994-09-02,,2011-10-16,2018-05-18 13:53:28,7.82,77,8361
SM_Koreanese,4507410,0,103,0,5,13,43.85,Male,"Texas, United States",1996-10-17,,2015-03-18,1900-05-11 12:32:00,6.59,38,2618
Mitz,71550,48,216,8,24,23,145.08,Female,"Westland, Michigan",1992-07-26,,2008-06-25,1900-04-02 18:10:00,7.9,12,8688
luisina,4113843,5,125,0,15,41,36.37,Female,,,,2014-09-21,1900-05-16 09:39:00,8.0,0,2193
Prop-Works,107771,8,82,2,0,1,47.97,Male,,1988-08-16,,2008-10-23,2010-09-08 06:24:00,8.49,39,2790
Fenom,288904,9,414,56,31,8,167.59,Male,,,,2010-01-30,1900-04-20 04:24:00,7.47,0,11546
rouleau,188195,0,0,0,0,0,0.00,,,,,2009-05-30,2009-05-30 09:47:00,0.0,0,0
Andrasius,2102151,6,148,1,3,140,61.76,Male,Serbia,1992-03-27,,2013-01-28,1900-04-11 11:23:00,8.72,0,3571
Asuna,10340,57,196,0,12,131,129.04,Female,,1984-06-18,,2007-08-15,2016-02-14 05:01:00,8.83,0,7671
Hollynoel,143290,21,606,123,126,14,184.99,Female,"Groton, Connecticut",1990-12-19,,2009-01-26,1900-04-22 11:37:00,6.83,13,11681
midnitedreamer16,122690,9,78,10,0,168,34.05,Female,,,,2008-12-11,2017-12-25 09:30:00,8.37,39,1961
kp4c,77060,0,100,8,1,24,25.14,Male,"Houston, Texas",1990-11-02,,2008-07-16,2017-02-21 20:54:00,8.17,11,1424
Dark_Knight_J,29860,0,51,0,0,0,19.61,Male,,1990-01-01,,2008-01-06,2008-10-25 05:18:00,9.29,4,1141
KiraYamatoFDG,1456811,3,4,0,0,0,3.89,Male,"Pontianak, Indonesia",1998-02-18,,2012-08-13,2013-02-28 04:15:00,9.29,0,231
MITCHELL_MOYE,6979790,2,21,21,5,28,6.58,,,,,2018-02-13,2018-05-18 08:18:47,6.71,0,389
Xypherion,4792089,2,100,14,14,407,61.45,Male,"Auckland, New Zealand",1997-10-21,,2015-08-04,2017-09-30 23:40:00,7.26,1,3564
CozLink,103085,3,289,1,3,22,65.99,Male,Norway,1994-02-20,,2008-10-08,2018-05-14 23:17:27,6.72,21,4060
MindStalker,135438,23,371,12,6,97,96.91,Male,Lithuania - Vilnius (Lietuva),1986-12-17,,2009-01-15,1900-03-19 01:35:00,7.35,2,5711
BlackstarTheKid,1087487,14,313,31,7,112,70.59,Female,,,,2012-01-03,1900-05-03 05:27:00,7.74,15,4805
Tozotx,123144,4,78,1,0,4,65.00,Male,"Penticton, BC",1990-05-05,,2008-12-12,2012-11-10 03:21:00,8.52,57,3892
decearamor,3284647,176,254,0,0,91,60.73,Male,,1994-04-12,,2013-10-23,1900-04-21 19:22:00,8.96,0,3715
Kodiak0721,7043731,6,15,1,0,0,36.88,,,,,2018-03-09,1900-03-25 09:22:00,8.23,0,2234
lotrcrn,1279143,6,138,1,5,2,71.48,Female,,1993-05-27,,2012-04-29,2017-07-10 16:09:00,7.66,0,4250
janelleski,4121,7,27,3,6,5,22.72,Female,Metro,1990-04-25,,2007-05-07,2011-12-04 21:41:00,7.92,5,1367
Cal,13157,1,386,0,0,5,108.10,,On a Seashore Cliff,,,2007-09-11,1900-04-20 16:17:00,8.51,1,6256
rkz,471189,32,282,0,9,36,73.98,Male,,,,2011-04-07,2015-11-28 15:18:00,6.79,8,4534
Tsukihana_Flora,3589131,119,124,0,0,791,29.37,Female,France,1992-12-08,,2014-02-21,2017-08-28 20:56:00,9.06,0,1650
Elliott08,4493567,25,187,0,0,43,73.98,Female,Czech Republic,1994-08-20,,2015-03-07,1900-01-22 09:11:00,8.41,0,4605
Zanate,306532,7,133,8,10,159,59.87,,,,,2010-03-20,2017-12-29 14:13:00,8.4,3,3566
Furipe,355458,163,629,0,1,187,199.59,Male,Brasil,1993-11-26,,2010-07-14,1900-05-12 14:12:00,9.08,74,12083
Manatic,1104899,9,51,3,0,18,66.00,Male,"Zagreb, Croatia",1994-12-28,,2012-01-15,2017-01-30 12:34:00,8.12,0,3955
Zack_Tosaka,152478,5,12,1,2,3,4.48,Male,Seville/Spain,1994-12-20,,2009-02-22,2010-05-09 11:49:00,8.87,0,267
gyakuran,454552,30,28,2,1,80,18.65,Female,"Manila, Philippines",1996-05-15,,2011-02-27,2017-02-13 02:48:00,8.5,0,1110
TheTrueTeaman,368913,3,317,1,7,70,73.43,Male,Weabooland,,,2010-08-12,2017-11-21 15:13:00,8.3,22,4223
kayleighkicksass,356330,1,5,1,1,0,10.79,Female,ireland,,,2010-07-16,2010-09-12 14:08:00,7.5,0,654
ElSanguinario,401909,14,124,8,2,340,49.71,Male,,1992-01-12,,2010-10-29,2017-02-26 09:00:00,7.74,0,2964
miko88x2,1274644,1,46,4,3,0,37.13,Male,,1995-09-07,,2012-04-26,2016-04-03 23:44:00,8.19,0,2247
Elentari,15907,9,70,5,0,2,31.01,,Bulgaria,1990-04-27,,2007-10-04,2010-02-11 13:08:00,7.78,8,1821
Hentai_Legend,5595369,5,21,0,0,13,16.50,Male,,,,2016-08-01,2016-10-10 23:17:00,9.0,0,987
redxxbutterfly,62536,2,0,2,0,0,0.33,Female,the bubble...sadly,1991-12-17,,2008-05-21,2008-06-10 22:38:00,8.25,0,20
pl9415,380988,0,0,0,0,0,0.00,,,,,2010-09-09,2010-10-08 04:39:00,0.0,0,0
IZEROII,429216,37,1319,0,83,430,263.55,Male,Florida,1987-01-01,,2011-01-03,1900-05-15 19:22:00,7.12,42,16535
InuYasha95,924079,41,1658,58,15,376,78.73,Male,,,,2011-11-11,2018-05-17 10:02:00,7.49,0,7589
Megumi308,319636,0,0,0,0,0,0.00,,,,,2010-04-22,2010-04-22 03:33:00,0.0,0,0
KuroOokamiKuma,2235421,1,195,0,1,10,41.57,,Blank,1993-12-13,,2013-02-26,1900-04-28 21:34:00,6.84,2,2599
sadako921,6055548,23,508,0,0,176,134.17,Female,Belgium,1992-05-30,,2017-02-17,2018-05-15 23:26:37,0.0,0,8223
DasWuzzap,2819421,11,100,5,0,29,81.70,Male,Vancity Biaatcch !,,,2013-07-04,2015-03-27 00:09:00,8.49,38,4774
Tay,24078,6,12,3,0,1,4.42,Female,Brazil,1991-10-06,,2007-11-29,2007-11-29 10:04:00,9.11,0,264
dreamerlisa,1905770,2,6,1,0,0,1.77,Female,Indonesia,1995-07-27,,2012-12-15,2013-08-03 06:17:00,7.86,0,104
Cygnus428,108284,13,23,0,2,7,13.59,Male,,1991-04-28,,2008-10-25,1900-03-14 18:38:00,7.51,24,808
Ruuchan,1133285,0,4,0,1,0,6.86,Female,Bulgaria. :3,1996-12-02,,2012-02-04,2012-03-05 06:38:00,8.2,2,404
littlemary,4545360,2,17,0,0,25,3.57,Female,is it necessary??,1999-05-15,,2015-04-07,2017-05-08 10:24:00,7.2,0,223
4evaDC,326857,0,521,49,0,0,174.54,,,,,2010-05-09,1900-05-15 23:43:00,6.72,11,10248
elvisolive,4843008,3,252,4,13,179,90.86,Male,Brazil,1990-02-18,,2015-08-29,2018-05-18 05:19:27,7.0,1,5318
ItsImoutoYuki,6124356,34,511,1,1,78,180.96,Male,Moving to Norway,1996-04-07,,2017-03-23,1900-04-15 16:27:00,7.77,9,10800
claddimon,142150,8,15,0,0,77,8.76,Female,,1993-11-11,,2009-01-23,2010-06-20 13:54:00,9.27,0,529
nemuko,131931,5,21,2,0,12,15.09,Female,sweden,1983-01-01,,2009-01-06,2016-10-13 02:19:00,8.07,7,853
Vaktor23,3750879,13,442,0,0,0,145.13,Male,"Navarra, Tafalla",1997-05-06,,2014-05-04,2018-05-18 13:56:30,5.76,19,8502
AwesomeCass2000,5902451,5,44,2,4,25,16.89,,,,,2016-12-15,2017-04-30 14:51:00,7.82,0,1016
ander2311,3686583,18,157,5,46,14,51.18,,,,,2014-04-07,2017-09-15 19:47:00,0.0,0,3209
starflutter,299104,1,59,25,27,144,18.59,Female,,,,2010-02-26,2013-08-05 01:42:00,9.5,25,1067
nightfire,535857,10,74,4,2,26,34.50,Male,Indiana,,,2011-08-05,2017-09-25 19:16:00,7.99,11,2016
voidsj,4155867,2,70,0,0,4,21.27,Male,India,1994-09-25,,2014-10-06,2017-03-02 09:16:00,8.62,2,1289
verysmallguy,1016707,15,408,20,33,26,104.10,,,,,2011-11-25,1900-05-13 18:56:00,7.28,77,6025
Katua,24176,3,260,12,19,68,66.54,Female,,1990-09-01,,2007-11-30,1900-05-14 13:50:00,6.63,2,3763
xaveya,283980,0,3,0,0,0,0.61,,,,,2010-01-17,2010-07-13 00:53:00,8.67,0,37
miamibadboi,1454435,46,189,14,208,328,97.37,Male,,,,2012-08-12,2017-12-12 18:17:00,5.02,7,5715
CurryToa,99995,0,172,0,0,0,54.67,,,,,2008-09-29,2010-01-19 23:02:00,8.11,0,3228
ckymonarch,282456,3,117,0,2,37,205.66,Male,"Russia, Krasnoyarsk",1990-06-19,,2010-01-13,2017-12-17 20:38:00,7.54,331,28586
Sayako-kun,5370944,75,231,42,0,77,84.05,Male,,,,2016-04-27,1900-01-23 15:21:00,7.31,0,5165
jaames,83,2,15,0,0,0,12.43,Male,"Seattle, Washington",,,2005-04-30,2017-11-24 02:41:00,8.71,0,743
atashi_wa_baka,311169,7,356,25,107,29,104.16,,,,,2010-04-02,2017-08-26 20:36:00,8.45,0,6306
Rawrania,59225,7,5,5,3,17,7.52,Female,"Athens, Greece",1991-02-11,,2008-05-09,2017-09-09 13:21:00,7.61,0,458
WhiteRaw,2864875,8,184,17,15,52,47.50,Female,,1993-01-01,,2013-07-12,1900-05-10 07:41:00,7.89,0,2871
MexiChrist,104603,4,452,36,29,67,150.99,Male,"Seattle, WA",1987-05-02,,2008-10-13,1900-03-24 20:22:00,8.05,67,8742
Lotufo-chan,642201,5,46,0,19,62,53.17,Female,"São Bernardo do Campo, SP, BR",1996-08-26,,2011-09-25,2016-05-18 14:28:00,9.28,0,10123
prob77,113109,6,106,15,5,14,49.10,Male,,1988-01-01,,2008-11-10,2012-02-29 10:01:00,7.73,1,2914
EtherSword,97191,2,844,5,121,4,212.73,Male,Florida,1986-11-14,,2008-09-22,1900-05-08 16:43:00,8.09,19,12905
Toua,9012,22,256,0,137,236,75.93,,"Beppu twins' rabuho, I mean, theatre",1988-12-16,,2007-07-31,1900-05-07 15:29:00,6.25,17,4861
Monata,5527651,4,59,7,13,24,44.72,Male,,1998-03-06,,2016-07-05,1900-05-07 15:20:00,8.16,0,2735
freedomaegis,1054761,30,585,16,35,105,222.36,Male,France,,,2011-12-12,1900-02-12 12:01:00,6.76,0,12802
ILoveMangaAnime,1454315,6,379,16,0,65,127.03,Female,South Japorea (I'm Koreanese xP),,,2012-08-12,2016-07-26 19:33:00,7.97,0,7538
midnightrose2929,645679,26,85,2,15,64,30.69,Female,,,,2011-09-25,2017-09-29 04:11:00,8.15,0,1856
ManiacalLaughter,324188,2,2,0,0,0,7.21,Female,,1993-05-05,,2010-05-03,2010-08-25 07:40:00,9.75,21,349
raescope,111347,4,101,4,8,60,60.51,Female,UK,,,2008-11-04,1900-04-22 14:27:00,6.37,2,4546
-SashaChan-,2160279,9,177,0,2,70,55.50,Female,israel,,,2013-02-10,1900-02-09 02:59:00,7.77,0,3312
carolings,17243,20,13,8,3,7,15.46,,,,,2007-10-15,2009-10-28 02:18:00,8.79,0,935
YaBoiDoti,5185938,24,138,2,7,45,57.94,Male,São Paulo,,,2016-02-08,1900-05-16 19:49:00,7.55,0,3449
Goddess_Getsu,4989747,5,31,0,0,6,54.88,Female,"Where Shinigamis Reap Souls, Japan",1989-07-01,,2015-11-12,1900-04-12 23:56:00,8.81,5,3320
lasman,54870,0,10,0,2,1,9.38,Male,,,,2008-04-21,2012-11-29 06:19:00,8.11,0,570
michiyochan,1678401,47,394,3,14,33,192.51,Female,"Las Vegas, Nevada",1995-12-19,,2012-10-23,1900-02-11 18:07:00,6.81,12,11491
MikaaBakaa,2751507,6,115,0,12,45,53.63,Female,England,1995-12-06,,2013-06-22,2018-05-17 14:05:00,7.35,33,3239
puvyvgbf,3915769,6,242,12,0,1535,41.17,,Mexico,,,2014-07-10,2017-04-08 01:32:00,0.0,2,2484
GribTheBest,481133,11,283,19,20,16,87.38,Male,Texas,1990-06-15,,2011-04-30,2016-11-25 20:58:00,6.55,0,5156
meow_meow96,3337763,7,78,0,0,89,212.10,Female,"Sofia, Bulgaria",1996-07-25,,2013-11-15,2017-07-31 11:45:00,7.94,20,12692
Jestar,367139,12,116,0,0,4,30.15,Male,,,,2010-08-08,1900-03-26 16:06:00,9.88,0,1798
parikool,54954,7,159,12,4,9,68.01,Male,"Ontario, Canada",1985-11-09,,2008-04-21,2011-08-31 17:23:00,7.01,10,4083
arathorn55555,4177399,5,108,59,1,155,24.98,Male,,1998-10-31,,2014-10-14,1900-05-14 11:26:00,6.82,0,1463
Cels,2413027,5,244,44,5,208,73.20,Female,"Baden Württemberg, Germany",,,2013-04-09,1900-05-10 13:31:00,8.11,1,4647
phoenixalia,303915,65,153,11,113,16,45.12,Female,,,,2010-03-12,2018-05-18 11:20:28,6.86,1,2940
17monkeydluffy,3519071,7,137,1,16,168,97.29,Male,"Punjab, India",1996-04-17,,2014-01-25,1900-05-06 08:30:00,8.17,4,7271
kono_jinsei,308620,5,15,3,0,10,16.69,Female,In the Place Where I Belong (Phillippines) :D,1995-09-23,,2010-03-26,2012-01-21 03:35:00,9.13,0,943
BasedKAMI,1546959,9,300,29,31,109,101.83,Male,,,,2012-09-26,2018-05-14 18:28:25,8.08,39,5929
_bloodstained,1517537,12,104,3,0,51,24.96,Female,,1992-09-14,,2012-09-16,2016-11-04 07:33:00,7.44,0,1543
tokyoghoul_dream,5989712,24,44,9,3,79,24.89,Female,Alaska,2002-07-25,,2017-01-17,1900-03-21 22:47:00,8.43,11,1513
AYOSHINA,4826761,68,4197,40,66,340,691.70,,,,,2015-08-20,2018-05-18 02:20:36,4.74,131,45575
Blackrain,359983,19,63,12,3,262,21.95,Female,"Brisbane, Queensland",,,2010-07-24,2011-12-01 19:16:00,7.94,10,1259
